Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
1: R&C,49,47,1,1,1,1,0.99,YellowToy
1: R&C,49,47,1,0,1,0,0.99,YellowToy
1: R&C,49,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,49,0,0,1,1,0.99,RedToy
2: Diff. R,47,49,1,1,0,0,0.99,YellowToy
2: Diff. R,47,49,1,1,1,1,0.99,YellowToy
2: Diff. R,47,49,1,0,1,0,0.99,Either
2: Diff. R,47,49,0,1,0,1,0.99,YellowToy
3: Diff. C,49,49,0,0,1,1,0.99,YellowToy
3: Diff. C,49,49,1,1,0,0,0.99,RedToy
3: Diff. C,49,49,1,1,1,1,0.99,YellowToy
3: Diff. C,49,49,1,0,1,0,0.99,YellowToy
3: Diff. C,49,49,0,1,0,1,0.99,Either
4: RvC,47,49,0,0,1,1,0.99,YellowToy
4: RvC,47,49,1,1,0,0,0.99,YellowToy
4: RvC,47,49,1,1,1,1,0.99,YellowToy
4: RvC,47,49,1,0,1,0,0.99,YellowToy
4: RvC,47,49,0,1,0,1,0.99,YellowToy
1: R&C,51,47,0,0,1,1,0.3,YellowToy
1: R&C,51,47,1,1,0,0,0.3,RedToy
1: R&C,51,47,1,1,1,1,0.3,YellowToy
1: R&C,51,47,1,0,1,0,0.3,YellowToy
1: R&C,51,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,51,0,0,1,1,0.3,RedToy
2: Diff. R,47,51,1,1,0,0,0.3,YellowToy
2: Diff. R,47,51,1,1,1,1,0.3,YellowToy
2: Diff. R,47,51,1,0,1,0,0.3,Either
2: Diff. R,47,51,0,1,0,1,0.3,YellowToy
3: Diff. C,51,51,0,0,1,1,0.3,YellowToy
3: Diff. C,51,51,1,1,0,0,0.3,RedToy
3: Diff. C,51,51,1,1,1,1,0.3,YellowToy
3: Diff. C,51,51,1,0,1,0,0.3,YellowToy
3: Diff. C,51,51,0,1,0,1,0.3,Either
4: RvC,47,51,0,0,1,1,0.3,YellowToy
4: RvC,47,51,1,1,0,0,0.3,YellowToy
4: RvC,47,51,1,1,1,1,0.3,YellowToy
4: RvC,47,51,1,0,1,0,0.3,YellowToy
4: RvC,47,51,0,1,0,1,0.3,YellowToy
1: R&C,51,47,0,0,1,1,0.5,YellowToy
1: R&C,51,47,1,1,0,0,0.5,RedToy
1: R&C,51,47,1,1,1,1,0.5,YellowToy
1: R&C,51,47,1,0,1,0,0.5,YellowToy
1: R&C,51,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,51,0,0,1,1,0.5,RedToy
2: Diff. R,47,51,1,1,0,0,0.5,YellowToy
2: Diff. R,47,51,1,1,1,1,0.5,YellowToy
2: Diff. R,47,51,1,0,1,0,0.5,Either
2: Diff. R,47,51,0,1,0,1,0.5,YellowToy
3: Diff. C,51,51,0,0,1,1,0.5,YellowToy
3: Diff. C,51,51,1,1,0,0,0.5,RedToy
3: Diff. C,51,51,1,1,1,1,0.5,YellowToy
3: Diff. C,51,51,1,0,1,0,0.5,YellowToy
3: Diff. C,51,51,0,1,0,1,0.5,Either
4: RvC,47,51,0,0,1,1,0.5,YellowToy
4: RvC,47,51,1,1,0,0,0.5,YellowToy
4: RvC,47,51,1,1,1,1,0.5,YellowToy
4: RvC,47,51,1,0,1,0,0.5,YellowToy
4: RvC,47,51,0,1,0,1,0.5,YellowToy
1: R&C,51,47,0,0,1,1,0.7,YellowToy
1: R&C,51,47,1,1,0,0,0.7,RedToy
1: R&C,51,47,1,1,1,1,0.7,YellowToy
1: R&C,51,47,1,0,1,0,0.7,YellowToy
1: R&C,51,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,51,0,0,1,1,0.7,RedToy
2: Diff. R,47,51,1,1,0,0,0.7,YellowToy
2: Diff. R,47,51,1,1,1,1,0.7,YellowToy
2: Diff. R,47,51,1,0,1,0,0.7,Either
2: Diff. R,47,51,0,1,0,1,0.7,YellowToy
3: Diff. C,51,51,0,0,1,1,0.7,YellowToy
3: Diff. C,51,51,1,1,0,0,0.7,RedToy
3: Diff. C,51,51,1,1,1,1,0.7,YellowToy
3: Diff. C,51,51,1,0,1,0,0.7,YellowToy
3: Diff. C,51,51,0,1,0,1,0.7,Either
4: RvC,47,51,0,0,1,1,0.7,YellowToy
4: RvC,47,51,1,1,0,0,0.7,YellowToy
4: RvC,47,51,1,1,1,1,0.7,YellowToy
4: RvC,47,51,1,0,1,0,0.7,YellowToy
4: RvC,47,51,0,1,0,1,0.7,YellowToy
1: R&C,51,47,0,0,1,1,0.99,YellowToy
1: R&C,51,47,1,1,0,0,0.99,RedToy
1: R&C,51,47,1,1,1,1,0.99,YellowToy
1: R&C,51,47,1,0,1,0,0.99,YellowToy
1: R&C,51,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,51,0,0,1,1,0.99,RedToy
2: Diff. R,47,51,1,1,0,0,0.99,YellowToy
2: Diff. R,47,51,1,1,1,1,0.99,YellowToy
2: Diff. R,47,51,1,0,1,0,0.99,Either
2: Diff. R,47,51,0,1,0,1,0.99,YellowToy
3: Diff. C,51,51,0,0,1,1,0.99,YellowToy
3: Diff. C,51,51,1,1,0,0,0.99,RedToy
3: Diff. C,51,51,1,1,1,1,0.99,YellowToy
3: Diff. C,51,51,1,0,1,0,0.99,YellowToy
3: Diff. C,51,51,0,1,0,1,0.99,Either
4: RvC,47,51,0,0,1,1,0.99,YellowToy
4: RvC,47,51,1,1,0,0,0.99,YellowToy
4: RvC,47,51,1,1,1,1,0.99,YellowToy
4: RvC,47,51,1,0,1,0,0.99,YellowToy
4: RvC,47,51,0,1,0,1,0.99,YellowToy
1: R&C,53,47,0,0,1,1,0.3,YellowToy
1: R&C,53,47,1,1,0,0,0.3,RedToy
1: R&C,53,47,1,1,1,1,0.3,YellowToy
1: R&C,53,47,1,0,1,0,0.3,YellowToy
1: R&C,53,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,53,0,0,1,1,0.3,RedToy
2: Diff. R,47,53,1,1,0,0,0.3,YellowToy
2: Diff. R,47,53,1,1,1,1,0.3,YellowToy
2: Diff. R,47,53,1,0,1,0,0.3,Either
2: Diff. R,47,53,0,1,0,1,0.3,YellowToy
3: Diff. C,53,53,0,0,1,1,0.3,YellowToy
3: Diff. C,53,53,1,1,0,0,0.3,RedToy
3: Diff. C,53,53,1,1,1,1,0.3,YellowToy
3: Diff. C,53,53,1,0,1,0,0.3,YellowToy
3: Diff. C,53,53,0,1,0,1,0.3,Either
4: RvC,47,53,0,0,1,1,0.3,YellowToy
4: RvC,47,53,1,1,0,0,0.3,YellowToy
4: RvC,47,53,1,1,1,1,0.3,YellowToy
4: RvC,47,53,1,0,1,0,0.3,YellowToy
4: RvC,47,53,0,1,0,1,0.3,YellowToy
1: R&C,53,47,0,0,1,1,0.5,YellowToy
1: R&C,53,47,1,1,0,0,0.5,RedToy
1: R&C,53,47,1,1,1,1,0.5,YellowToy
1: R&C,53,47,1,0,1,0,0.5,YellowToy
1: R&C,53,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,53,0,0,1,1,0.5,RedToy
2: Diff. R,47,53,1,1,0,0,0.5,YellowToy
2: Diff. R,47,53,1,1,1,1,0.5,YellowToy
2: Diff. R,47,53,1,0,1,0,0.5,Either
2: Diff. R,47,53,0,1,0,1,0.5,YellowToy
3: Diff. C,53,53,0,0,1,1,0.5,YellowToy
3: Diff. C,53,53,1,1,0,0,0.5,RedToy
3: Diff. C,53,53,1,1,1,1,0.5,YellowToy
3: Diff. C,53,53,1,0,1,0,0.5,YellowToy
3: Diff. C,53,53,0,1,0,1,0.5,Either
4: RvC,47,53,0,0,1,1,0.5,YellowToy
4: RvC,47,53,1,1,0,0,0.5,YellowToy
4: RvC,47,53,1,1,1,1,0.5,YellowToy
4: RvC,47,53,1,0,1,0,0.5,YellowToy
4: RvC,47,53,0,1,0,1,0.5,YellowToy
1: R&C,53,47,0,0,1,1,0.7,YellowToy
1: R&C,53,47,1,1,0,0,0.7,RedToy
1: R&C,53,47,1,1,1,1,0.7,YellowToy
1: R&C,53,47,1,0,1,0,0.7,YellowToy
1: R&C,53,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,53,0,0,1,1,0.7,RedToy
2: Diff. R,47,53,1,1,0,0,0.7,YellowToy
2: Diff. R,47,53,1,1,1,1,0.7,YellowToy
2: Diff. R,47,53,1,0,1,0,0.7,Either
2: Diff. R,47,53,0,1,0,1,0.7,YellowToy
3: Diff. C,53,53,0,0,1,1,0.7,YellowToy
3: Diff. C,53,53,1,1,0,0,0.7,RedToy
3: Diff. C,53,53,1,1,1,1,0.7,YellowToy
3: Diff. C,53,53,1,0,1,0,0.7,YellowToy
3: Diff. C,53,53,0,1,0,1,0.7,Either
4: RvC,47,53,0,0,1,1,0.7,YellowToy
4: RvC,47,53,1,1,0,0,0.7,YellowToy
4: RvC,47,53,1,1,1,1,0.7,YellowToy
4: RvC,47,53,1,0,1,0,0.7,YellowToy
4: RvC,47,53,0,1,0,1,0.7,YellowToy
1: R&C,53,47,0,0,1,1,0.99,YellowToy
1: R&C,53,47,1,1,0,0,0.99,RedToy
1: R&C,53,47,1,1,1,1,0.99,YellowToy
1: R&C,53,47,1,0,1,0,0.99,YellowToy
1: R&C,53,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,53,0,0,1,1,0.99,RedToy
2: Diff. R,47,53,1,1,0,0,0.99,YellowToy
2: Diff. R,47,53,1,1,1,1,0.99,YellowToy
2: Diff. R,47,53,1,0,1,0,0.99,Either
2: Diff. R,47,53,0,1,0,1,0.99,YellowToy
3: Diff. C,53,53,0,0,1,1,0.99,YellowToy
3: Diff. C,53,53,1,1,0,0,0.99,RedToy
3: Diff. C,53,53,1,1,1,1,0.99,YellowToy
3: Diff. C,53,53,1,0,1,0,0.99,YellowToy
3: Diff. C,53,53,0,1,0,1,0.99,Either
4: RvC,47,53,0,0,1,1,0.99,YellowToy
4: RvC,47,53,1,1,0,0,0.99,YellowToy
4: RvC,47,53,1,1,1,1,0.99,YellowToy
4: RvC,47,53,1,0,1,0,0.99,YellowToy
4: RvC,47,53,0,1,0,1,0.99,YellowToy
1: R&C,55,47,0,0,1,1,0.3,YellowToy
1: R&C,55,47,1,1,0,0,0.3,RedToy
1: R&C,55,47,1,1,1,1,0.3,YellowToy
1: R&C,55,47,1,0,1,0,0.3,YellowToy
1: R&C,55,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,55,0,0,1,1,0.3,RedToy
2: Diff. R,47,55,1,1,0,0,0.3,YellowToy
2: Diff. R,47,55,1,1,1,1,0.3,YellowToy
2: Diff. R,47,55,1,0,1,0,0.3,Either
2: Diff. R,47,55,0,1,0,1,0.3,YellowToy
3: Diff. C,55,55,0,0,1,1,0.3,YellowToy
3: Diff. C,55,55,1,1,0,0,0.3,RedToy
3: Diff. C,55,55,1,1,1,1,0.3,YellowToy
3: Diff. C,55,55,1,0,1,0,0.3,YellowToy
3: Diff. C,55,55,0,1,0,1,0.3,Either
4: RvC,47,55,0,0,1,1,0.3,YellowToy
4: RvC,47,55,1,1,0,0,0.3,YellowToy
4: RvC,47,55,1,1,1,1,0.3,YellowToy
4: RvC,47,55,1,0,1,0,0.3,YellowToy
4: RvC,47,55,0,1,0,1,0.3,YellowToy
1: R&C,55,47,0,0,1,1,0.5,YellowToy
1: R&C,55,47,1,1,0,0,0.5,RedToy
1: R&C,55,47,1,1,1,1,0.5,YellowToy
1: R&C,55,47,1,0,1,0,0.5,YellowToy
1: R&C,55,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,55,0,0,1,1,0.5,RedToy
2: Diff. R,47,55,1,1,0,0,0.5,YellowToy
2: Diff. R,47,55,1,1,1,1,0.5,YellowToy
2: Diff. R,47,55,1,0,1,0,0.5,Either
2: Diff. R,47,55,0,1,0,1,0.5,YellowToy
3: Diff. C,55,55,0,0,1,1,0.5,YellowToy
3: Diff. C,55,55,1,1,0,0,0.5,RedToy
3: Diff. C,55,55,1,1,1,1,0.5,YellowToy
3: Diff. C,55,55,1,0,1,0,0.5,YellowToy
3: Diff. C,55,55,0,1,0,1,0.5,Either
4: RvC,47,55,0,0,1,1,0.5,YellowToy
4: RvC,47,55,1,1,0,0,0.5,YellowToy
4: RvC,47,55,1,1,1,1,0.5,YellowToy
4: RvC,47,55,1,0,1,0,0.5,YellowToy
4: RvC,47,55,0,1,0,1,0.5,YellowToy
1: R&C,55,47,0,0,1,1,0.7,YellowToy
1: R&C,55,47,1,1,0,0,0.7,RedToy
1: R&C,55,47,1,1,1,1,0.7,YellowToy
1: R&C,55,47,1,0,1,0,0.7,YellowToy
1: R&C,55,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,55,0,0,1,1,0.7,RedToy
2: Diff. R,47,55,1,1,0,0,0.7,YellowToy
2: Diff. R,47,55,1,1,1,1,0.7,YellowToy
2: Diff. R,47,55,1,0,1,0,0.7,Either
2: Diff. R,47,55,0,1,0,1,0.7,YellowToy
3: Diff. C,55,55,0,0,1,1,0.7,YellowToy
3: Diff. C,55,55,1,1,0,0,0.7,RedToy
3: Diff. C,55,55,1,1,1,1,0.7,YellowToy
3: Diff. C,55,55,1,0,1,0,0.7,YellowToy
3: Diff. C,55,55,0,1,0,1,0.7,Either
4: RvC,47,55,0,0,1,1,0.7,YellowToy
4: RvC,47,55,1,1,0,0,0.7,YellowToy
4: RvC,47,55,1,1,1,1,0.7,YellowToy
4: RvC,47,55,1,0,1,0,0.7,YellowToy
4: RvC,47,55,0,1,0,1,0.7,YellowToy
1: R&C,55,47,0,0,1,1,0.99,YellowToy
1: R&C,55,47,1,1,0,0,0.99,RedToy
1: R&C,55,47,1,1,1,1,0.99,YellowToy
1: R&C,55,47,1,0,1,0,0.99,YellowToy
1: R&C,55,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,55,0,0,1,1,0.99,RedToy
2: Diff. R,47,55,1,1,0,0,0.99,YellowToy
2: Diff. R,47,55,1,1,1,1,0.99,YellowToy
2: Diff. R,47,55,1,0,1,0,0.99,Either
2: Diff. R,47,55,0,1,0,1,0.99,YellowToy
3: Diff. C,55,55,0,0,1,1,0.99,YellowToy
3: Diff. C,55,55,1,1,0,0,0.99,RedToy
3: Diff. C,55,55,1,1,1,1,0.99,YellowToy
3: Diff. C,55,55,1,0,1,0,0.99,YellowToy
3: Diff. C,55,55,0,1,0,1,0.99,Either
4: RvC,47,55,0,0,1,1,0.99,YellowToy
4: RvC,47,55,1,1,0,0,0.99,YellowToy
4: RvC,47,55,1,1,1,1,0.99,YellowToy
4: RvC,47,55,1,0,1,0,0.99,YellowToy
4: RvC,47,55,0,1,0,1,0.99,YellowToy
1: R&C,57,47,0,0,1,1,0.3,YellowToy
1: R&C,57,47,1,1,0,0,0.3,RedToy
1: R&C,57,47,1,1,1,1,0.3,YellowToy
1: R&C,57,47,1,0,1,0,0.3,YellowToy
1: R&C,57,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,57,0,0,1,1,0.3,RedToy
2: Diff. R,47,57,1,1,0,0,0.3,YellowToy
2: Diff. R,47,57,1,1,1,1,0.3,YellowToy
2: Diff. R,47,57,1,0,1,0,0.3,Either
2: Diff. R,47,57,0,1,0,1,0.3,YellowToy
3: Diff. C,57,57,0,0,1,1,0.3,YellowToy
3: Diff. C,57,57,1,1,0,0,0.3,RedToy
3: Diff. C,57,57,1,1,1,1,0.3,YellowToy
3: Diff. C,57,57,1,0,1,0,0.3,YellowToy
3: Diff. C,57,57,0,1,0,1,0.3,Either
4: RvC,47,57,0,0,1,1,0.3,YellowToy
4: RvC,47,57,1,1,0,0,0.3,YellowToy
4: RvC,47,57,1,1,1,1,0.3,YellowToy
4: RvC,47,57,1,0,1,0,0.3,YellowToy
4: RvC,47,57,0,1,0,1,0.3,YellowToy
1: R&C,57,47,0,0,1,1,0.5,YellowToy
1: R&C,57,47,1,1,0,0,0.5,RedToy
1: R&C,57,47,1,1,1,1,0.5,YellowToy
1: R&C,57,47,1,0,1,0,0.5,YellowToy
1: R&C,57,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,57,0,0,1,1,0.5,RedToy
2: Diff. R,47,57,1,1,0,0,0.5,YellowToy
2: Diff. R,47,57,1,1,1,1,0.5,YellowToy
2: Diff. R,47,57,1,0,1,0,0.5,Either
2: Diff. R,47,57,0,1,0,1,0.5,YellowToy
3: Diff. C,57,57,0,0,1,1,0.5,YellowToy
3: Diff. C,57,57,1,1,0,0,0.5,RedToy
3: Diff. C,57,57,1,1,1,1,0.5,YellowToy
3: Diff. C,57,57,1,0,1,0,0.5,YellowToy
3: Diff. C,57,57,0,1,0,1,0.5,Either
4: RvC,47,57,0,0,1,1,0.5,YellowToy
4: RvC,47,57,1,1,0,0,0.5,YellowToy
4: RvC,47,57,1,1,1,1,0.5,YellowToy
4: RvC,47,57,1,0,1,0,0.5,YellowToy
4: RvC,47,57,0,1,0,1,0.5,YellowToy
1: R&C,57,47,0,0,1,1,0.7,YellowToy
1: R&C,57,47,1,1,0,0,0.7,RedToy
1: R&C,57,47,1,1,1,1,0.7,YellowToy
1: R&C,57,47,1,0,1,0,0.7,YellowToy
1: R&C,57,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,57,0,0,1,1,0.7,RedToy
2: Diff. R,47,57,1,1,0,0,0.7,YellowToy
2: Diff. R,47,57,1,1,1,1,0.7,YellowToy
2: Diff. R,47,57,1,0,1,0,0.7,Either
2: Diff. R,47,57,0,1,0,1,0.7,YellowToy
3: Diff. C,57,57,0,0,1,1,0.7,YellowToy
3: Diff. C,57,57,1,1,0,0,0.7,RedToy
3: Diff. C,57,57,1,1,1,1,0.7,YellowToy
3: Diff. C,57,57,1,0,1,0,0.7,YellowToy
3: Diff. C,57,57,0,1,0,1,0.7,Either
4: RvC,47,57,0,0,1,1,0.7,YellowToy
4: RvC,47,57,1,1,0,0,0.7,YellowToy
4: RvC,47,57,1,1,1,1,0.7,YellowToy
4: RvC,47,57,1,0,1,0,0.7,YellowToy
4: RvC,47,57,0,1,0,1,0.7,YellowToy
1: R&C,57,47,0,0,1,1,0.99,YellowToy
1: R&C,57,47,1,1,0,0,0.99,RedToy
1: R&C,57,47,1,1,1,1,0.99,YellowToy
1: R&C,57,47,1,0,1,0,0.99,YellowToy
1: R&C,57,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,57,0,0,1,1,0.99,RedToy
2: Diff. R,47,57,1,1,0,0,0.99,YellowToy
2: Diff. R,47,57,1,1,1,1,0.99,YellowToy
2: Diff. R,47,57,1,0,1,0,0.99,Either
2: Diff. R,47,57,0,1,0,1,0.99,YellowToy
3: Diff. C,57,57,0,0,1,1,0.99,YellowToy
3: Diff. C,57,57,1,1,0,0,0.99,RedToy
3: Diff. C,57,57,1,1,1,1,0.99,YellowToy
3: Diff. C,57,57,1,0,1,0,0.99,YellowToy
3: Diff. C,57,57,0,1,0,1,0.99,Either
4: RvC,47,57,0,0,1,1,0.99,YellowToy
4: RvC,47,57,1,1,0,0,0.99,YellowToy
4: RvC,47,57,1,1,1,1,0.99,YellowToy
4: RvC,47,57,1,0,1,0,0.99,YellowToy
4: RvC,47,57,0,1,0,1,0.99,YellowToy
1: R&C,59,47,0,0,1,1,0.3,YellowToy
1: R&C,59,47,1,1,0,0,0.3,RedToy
1: R&C,59,47,1,1,1,1,0.3,RedToy
1: R&C,59,47,1,0,1,0,0.3,YellowToy
1: R&C,59,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,59,0,0,1,1,0.3,RedToy
2: Diff. R,47,59,1,1,0,0,0.3,YellowToy
2: Diff. R,47,59,1,1,1,1,0.3,YellowToy
2: Diff. R,47,59,1,0,1,0,0.3,Either
2: Diff. R,47,59,0,1,0,1,0.3,YellowToy
3: Diff. C,59,59,0,0,1,1,0.3,YellowToy
3: Diff. C,59,59,1,1,0,0,0.3,RedToy
3: Diff. C,59,59,1,1,1,1,0.3,YellowToy
3: Diff. C,59,59,1,0,1,0,0.3,YellowToy
3: Diff. C,59,59,0,1,0,1,0.3,Either
4: RvC,47,59,0,0,1,1,0.3,YellowToy
4: RvC,47,59,1,1,0,0,0.3,YellowToy
4: RvC,47,59,1,1,1,1,0.3,YellowToy
4: RvC,47,59,1,0,1,0,0.3,YellowToy
4: RvC,47,59,0,1,0,1,0.3,YellowToy
1: R&C,59,47,0,0,1,1,0.5,YellowToy
1: R&C,59,47,1,1,0,0,0.5,RedToy
1: R&C,59,47,1,1,1,1,0.5,YellowToy
1: R&C,59,47,1,0,1,0,0.5,YellowToy
1: R&C,59,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,59,0,0,1,1,0.5,RedToy
2: Diff. R,47,59,1,1,0,0,0.5,YellowToy
2: Diff. R,47,59,1,1,1,1,0.5,YellowToy
2: Diff. R,47,59,1,0,1,0,0.5,Either
2: Diff. R,47,59,0,1,0,1,0.5,YellowToy
3: Diff. C,59,59,0,0,1,1,0.5,YellowToy
3: Diff. C,59,59,1,1,0,0,0.5,RedToy
3: Diff. C,59,59,1,1,1,1,0.5,YellowToy
3: Diff. C,59,59,1,0,1,0,0.5,YellowToy
3: Diff. C,59,59,0,1,0,1,0.5,Either
4: RvC,47,59,0,0,1,1,0.5,YellowToy
4: RvC,47,59,1,1,0,0,0.5,YellowToy
4: RvC,47,59,1,1,1,1,0.5,YellowToy
4: RvC,47,59,1,0,1,0,0.5,YellowToy
4: RvC,47,59,0,1,0,1,0.5,YellowToy
1: R&C,59,47,0,0,1,1,0.7,YellowToy
1: R&C,59,47,1,1,0,0,0.7,RedToy
1: R&C,59,47,1,1,1,1,0.7,YellowToy
1: R&C,59,47,1,0,1,0,0.7,YellowToy
1: R&C,59,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,59,0,0,1,1,0.7,RedToy
2: Diff. R,47,59,1,1,0,0,0.7,YellowToy
2: Diff. R,47,59,1,1,1,1,0.7,YellowToy
2: Diff. R,47,59,1,0,1,0,0.7,Either
2: Diff. R,47,59,0,1,0,1,0.7,YellowToy
3: Diff. C,59,59,0,0,1,1,0.7,YellowToy
3: Diff. C,59,59,1,1,0,0,0.7,RedToy
3: Diff. C,59,59,1,1,1,1,0.7,YellowToy
3: Diff. C,59,59,1,0,1,0,0.7,YellowToy
3: Diff. C,59,59,0,1,0,1,0.7,Either
4: RvC,47,59,0,0,1,1,0.7,YellowToy
4: RvC,47,59,1,1,0,0,0.7,YellowToy
4: RvC,47,59,1,1,1,1,0.7,YellowToy
4: RvC,47,59,1,0,1,0,0.7,YellowToy
4: RvC,47,59,0,1,0,1,0.7,YellowToy
1: R&C,59,47,0,0,1,1,0.99,YellowToy
1: R&C,59,47,1,1,0,0,0.99,RedToy
1: R&C,59,47,1,1,1,1,0.99,YellowToy
1: R&C,59,47,1,0,1,0,0.99,YellowToy
1: R&C,59,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,59,0,0,1,1,0.99,RedToy
2: Diff. R,47,59,1,1,0,0,0.99,YellowToy
2: Diff. R,47,59,1,1,1,1,0.99,YellowToy
2: Diff. R,47,59,1,0,1,0,0.99,Either
2: Diff. R,47,59,0,1,0,1,0.99,YellowToy
3: Diff. C,59,59,0,0,1,1,0.99,YellowToy
3: Diff. C,59,59,1,1,0,0,0.99,RedToy
3: Diff. C,59,59,1,1,1,1,0.99,YellowToy
3: Diff. C,59,59,1,0,1,0,0.99,YellowToy
3: Diff. C,59,59,0,1,0,1,0.99,Either
4: RvC,47,59,0,0,1,1,0.99,YellowToy
4: RvC,47,59,1,1,0,0,0.99,YellowToy
4: RvC,47,59,1,1,1,1,0.99,YellowToy
4: RvC,47,59,1,0,1,0,0.99,YellowToy
4: RvC,47,59,0,1,0,1,0.99,YellowToy
1: R&C,61,47,0,0,1,1,0.3,YellowToy
1: R&C,61,47,1,1,0,0,0.3,RedToy
1: R&C,61,47,1,1,1,1,0.3,RedToy
1: R&C,61,47,1,0,1,0,0.3,YellowToy
1: R&C,61,47,0,1,0,1,0.3,RedToy
2: Diff. R,47,61,0,0,1,1,0.3,RedToy
2: Diff. R,47,61,1,1,0,0,0.3,YellowToy
2: Diff. R,47,61,1,1,1,1,0.3,YellowToy
2: Diff. R,47,61,1,0,1,0,0.3,Either
2: Diff. R,47,61,0,1,0,1,0.3,YellowToy
3: Diff. C,61,61,0,0,1,1,0.3,YellowToy
3: Diff. C,61,61,1,1,0,0,0.3,RedToy
3: Diff. C,61,61,1,1,1,1,0.3,YellowToy
3: Diff. C,61,61,1,0,1,0,0.3,YellowToy
3: Diff. C,61,61,0,1,0,1,0.3,Either
4: RvC,47,61,0,0,1,1,0.3,YellowToy
4: RvC,47,61,1,1,0,0,0.3,YellowToy
4: RvC,47,61,1,1,1,1,0.3,YellowToy
4: RvC,47,61,1,0,1,0,0.3,YellowToy
4: RvC,47,61,0,1,0,1,0.3,YellowToy
1: R&C,61,47,0,0,1,1,0.5,YellowToy
1: R&C,61,47,1,1,0,0,0.5,RedToy
1: R&C,61,47,1,1,1,1,0.5,YellowToy
1: R&C,61,47,1,0,1,0,0.5,YellowToy
1: R&C,61,47,0,1,0,1,0.5,RedToy
2: Diff. R,47,61,0,0,1,1,0.5,RedToy
2: Diff. R,47,61,1,1,0,0,0.5,YellowToy
2: Diff. R,47,61,1,1,1,1,0.5,YellowToy
2: Diff. R,47,61,1,0,1,0,0.5,Either
2: Diff. R,47,61,0,1,0,1,0.5,YellowToy
3: Diff. C,61,61,0,0,1,1,0.5,YellowToy
3: Diff. C,61,61,1,1,0,0,0.5,RedToy
3: Diff. C,61,61,1,1,1,1,0.5,YellowToy
3: Diff. C,61,61,1,0,1,0,0.5,YellowToy
3: Diff. C,61,61,0,1,0,1,0.5,Either
4: RvC,47,61,0,0,1,1,0.5,YellowToy
4: RvC,47,61,1,1,0,0,0.5,YellowToy
4: RvC,47,61,1,1,1,1,0.5,YellowToy
4: RvC,47,61,1,0,1,0,0.5,YellowToy
4: RvC,47,61,0,1,0,1,0.5,YellowToy
1: R&C,61,47,0,0,1,1,0.7,YellowToy
1: R&C,61,47,1,1,0,0,0.7,RedToy
1: R&C,61,47,1,1,1,1,0.7,YellowToy
1: R&C,61,47,1,0,1,0,0.7,YellowToy
1: R&C,61,47,0,1,0,1,0.7,RedToy
2: Diff. R,47,61,0,0,1,1,0.7,RedToy
2: Diff. R,47,61,1,1,0,0,0.7,YellowToy
2: Diff. R,47,61,1,1,1,1,0.7,YellowToy
2: Diff. R,47,61,1,0,1,0,0.7,Either
2: Diff. R,47,61,0,1,0,1,0.7,YellowToy
3: Diff. C,61,61,0,0,1,1,0.7,YellowToy
3: Diff. C,61,61,1,1,0,0,0.7,RedToy
3: Diff. C,61,61,1,1,1,1,0.7,YellowToy
3: Diff. C,61,61,1,0,1,0,0.7,YellowToy
3: Diff. C,61,61,0,1,0,1,0.7,Either
4: RvC,47,61,0,0,1,1,0.7,YellowToy
4: RvC,47,61,1,1,0,0,0.7,YellowToy
4: RvC,47,61,1,1,1,1,0.7,YellowToy
4: RvC,47,61,1,0,1,0,0.7,YellowToy
4: RvC,47,61,0,1,0,1,0.7,YellowToy
1: R&C,61,47,0,0,1,1,0.99,YellowToy
1: R&C,61,47,1,1,0,0,0.99,RedToy
1: R&C,61,47,1,1,1,1,0.99,YellowToy
1: R&C,61,47,1,0,1,0,0.99,YellowToy
1: R&C,61,47,0,1,0,1,0.99,RedToy
2: Diff. R,47,61,0,0,1,1,0.99,RedToy
2: Diff. R,47,61,1,1,0,0,0.99,YellowToy
2: Diff. R,47,61,1,1,1,1,0.99,YellowToy
2: Diff. R,47,61,1,0,1,0,0.99,Either
2: Diff. R,47,61,0,1,0,1,0.99,YellowToy
3: Diff. C,61,61,0,0,1,1,0.99,YellowToy
