Condition,RedToyReward,YellowToyReward,LearnC,LearnR,DiscoverC,DiscoverR,ExploreProb,Decision
3: Diff. C,1,1,0,0,1,1,0.25,YellowToy
3: Diff. C,1,1,1,1,0,0,0.25,RedToy
3: Diff. C,1,1,1,1,1,1,0.25,YellowToy
3: Diff. C,1,1,1,0,1,0,0.25,YellowToy
3: Diff. C,1,1,0,1,0,1,0.25,Either
4: RvC,42,1,0,0,1,1,0.25,YellowToy
4: RvC,42,1,1,1,0,0,0.25,RedToy
4: RvC,42,1,1,1,1,1,0.25,RedToy
4: RvC,42,1,1,0,1,0,0.25,YellowToy
4: RvC,42,1,0,1,0,1,0.25,RedToy
1: R&C,1,42,0,0,1,1,0.5,RedToy
1: R&C,1,42,1,1,0,0,0.5,YellowToy
1: R&C,1,42,1,1,1,1,0.5,YellowToy
1: R&C,1,42,1,0,1,0,0.5,YellowToy
1: R&C,1,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,1,0,0,1,1,0.5,YellowToy
2: Diff. R,42,1,1,1,0,0,0.5,RedToy
2: Diff. R,42,1,1,1,1,1,0.5,RedToy
2: Diff. R,42,1,1,0,1,0,0.5,Either
2: Diff. R,42,1,0,1,0,1,0.5,RedToy
3: Diff. C,1,1,0,0,1,1,0.5,YellowToy
3: Diff. C,1,1,1,1,0,0,0.5,RedToy
3: Diff. C,1,1,1,1,1,1,0.5,YellowToy
3: Diff. C,1,1,1,0,1,0,0.5,YellowToy
3: Diff. C,1,1,0,1,0,1,0.5,Either
4: RvC,42,1,0,0,1,1,0.5,YellowToy
4: RvC,42,1,1,1,0,0,0.5,RedToy
4: RvC,42,1,1,1,1,1,0.5,RedToy
4: RvC,42,1,1,0,1,0,0.5,YellowToy
4: RvC,42,1,0,1,0,1,0.5,RedToy
1: R&C,1,42,0,0,1,1,0.75,RedToy
1: R&C,1,42,1,1,0,0,0.75,YellowToy
1: R&C,1,42,1,1,1,1,0.75,YellowToy
1: R&C,1,42,1,0,1,0,0.75,YellowToy
1: R&C,1,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,1,0,0,1,1,0.75,YellowToy
2: Diff. R,42,1,1,1,0,0,0.75,RedToy
2: Diff. R,42,1,1,1,1,1,0.75,RedToy
2: Diff. R,42,1,1,0,1,0,0.75,Either
2: Diff. R,42,1,0,1,0,1,0.75,RedToy
3: Diff. C,1,1,0,0,1,1,0.75,YellowToy
3: Diff. C,1,1,1,1,0,0,0.75,RedToy
3: Diff. C,1,1,1,1,1,1,0.75,YellowToy
3: Diff. C,1,1,1,0,1,0,0.75,YellowToy
3: Diff. C,1,1,0,1,0,1,0.75,Either
4: RvC,42,1,0,0,1,1,0.75,YellowToy
4: RvC,42,1,1,1,0,0,0.75,RedToy
4: RvC,42,1,1,1,1,1,0.75,YellowToy
4: RvC,42,1,1,0,1,0,0.75,YellowToy
4: RvC,42,1,0,1,0,1,0.75,RedToy
1: R&C,1,42,0,0,1,1,0.99,RedToy
1: R&C,1,42,1,1,0,0,0.99,YellowToy
1: R&C,1,42,1,1,1,1,0.99,YellowToy
1: R&C,1,42,1,0,1,0,0.99,YellowToy
1: R&C,1,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,1,0,0,1,1,0.99,YellowToy
2: Diff. R,42,1,1,1,0,0,0.99,RedToy
2: Diff. R,42,1,1,1,1,1,0.99,RedToy
2: Diff. R,42,1,1,0,1,0,0.99,Either
2: Diff. R,42,1,0,1,0,1,0.99,RedToy
3: Diff. C,1,1,0,0,1,1,0.99,YellowToy
3: Diff. C,1,1,1,1,0,0,0.99,RedToy
3: Diff. C,1,1,1,1,1,1,0.99,YellowToy
3: Diff. C,1,1,1,0,1,0,0.99,YellowToy
3: Diff. C,1,1,0,1,0,1,0.99,Either
4: RvC,42,1,0,0,1,1,0.99,YellowToy
4: RvC,42,1,1,1,0,0,0.99,RedToy
4: RvC,42,1,1,1,1,1,0.99,YellowToy
4: RvC,42,1,1,0,1,0,0.99,YellowToy
4: RvC,42,1,0,1,0,1,0.99,RedToy
1: R&C,2,42,0,0,1,1,0.25,RedToy
1: R&C,2,42,1,1,0,0,0.25,YellowToy
1: R&C,2,42,1,1,1,1,0.25,YellowToy
1: R&C,2,42,1,0,1,0,0.25,YellowToy
1: R&C,2,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,2,0,0,1,1,0.25,YellowToy
2: Diff. R,42,2,1,1,0,0,0.25,RedToy
2: Diff. R,42,2,1,1,1,1,0.25,RedToy
2: Diff. R,42,2,1,0,1,0,0.25,Either
2: Diff. R,42,2,0,1,0,1,0.25,RedToy
3: Diff. C,2,2,0,0,1,1,0.25,YellowToy
3: Diff. C,2,2,1,1,0,0,0.25,RedToy
3: Diff. C,2,2,1,1,1,1,0.25,YellowToy
3: Diff. C,2,2,1,0,1,0,0.25,YellowToy
3: Diff. C,2,2,0,1,0,1,0.25,Either
4: RvC,42,2,0,0,1,1,0.25,YellowToy
4: RvC,42,2,1,1,0,0,0.25,RedToy
4: RvC,42,2,1,1,1,1,0.25,RedToy
4: RvC,42,2,1,0,1,0,0.25,YellowToy
4: RvC,42,2,0,1,0,1,0.25,RedToy
1: R&C,2,42,0,0,1,1,0.5,RedToy
1: R&C,2,42,1,1,0,0,0.5,YellowToy
1: R&C,2,42,1,1,1,1,0.5,YellowToy
1: R&C,2,42,1,0,1,0,0.5,YellowToy
1: R&C,2,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,2,0,0,1,1,0.5,YellowToy
2: Diff. R,42,2,1,1,0,0,0.5,RedToy
2: Diff. R,42,2,1,1,1,1,0.5,RedToy
2: Diff. R,42,2,1,0,1,0,0.5,Either
2: Diff. R,42,2,0,1,0,1,0.5,RedToy
3: Diff. C,2,2,0,0,1,1,0.5,YellowToy
3: Diff. C,2,2,1,1,0,0,0.5,RedToy
3: Diff. C,2,2,1,1,1,1,0.5,YellowToy
3: Diff. C,2,2,1,0,1,0,0.5,YellowToy
3: Diff. C,2,2,0,1,0,1,0.5,Either
4: RvC,42,2,0,0,1,1,0.5,YellowToy
4: RvC,42,2,1,1,0,0,0.5,RedToy
4: RvC,42,2,1,1,1,1,0.5,RedToy
4: RvC,42,2,1,0,1,0,0.5,YellowToy
4: RvC,42,2,0,1,0,1,0.5,RedToy
1: R&C,2,42,0,0,1,1,0.75,RedToy
1: R&C,2,42,1,1,0,0,0.75,YellowToy
1: R&C,2,42,1,1,1,1,0.75,YellowToy
1: R&C,2,42,1,0,1,0,0.75,YellowToy
1: R&C,2,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,2,0,0,1,1,0.75,YellowToy
2: Diff. R,42,2,1,1,0,0,0.75,RedToy
2: Diff. R,42,2,1,1,1,1,0.75,RedToy
2: Diff. R,42,2,1,0,1,0,0.75,Either
2: Diff. R,42,2,0,1,0,1,0.75,RedToy
3: Diff. C,2,2,0,0,1,1,0.75,YellowToy
3: Diff. C,2,2,1,1,0,0,0.75,RedToy
3: Diff. C,2,2,1,1,1,1,0.75,YellowToy
3: Diff. C,2,2,1,0,1,0,0.75,YellowToy
3: Diff. C,2,2,0,1,0,1,0.75,Either
4: RvC,42,2,0,0,1,1,0.75,YellowToy
4: RvC,42,2,1,1,0,0,0.75,RedToy
4: RvC,42,2,1,1,1,1,0.75,YellowToy
4: RvC,42,2,1,0,1,0,0.75,YellowToy
4: RvC,42,2,0,1,0,1,0.75,RedToy
1: R&C,2,42,0,0,1,1,0.99,RedToy
1: R&C,2,42,1,1,0,0,0.99,YellowToy
1: R&C,2,42,1,1,1,1,0.99,YellowToy
1: R&C,2,42,1,0,1,0,0.99,YellowToy
1: R&C,2,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,2,0,0,1,1,0.99,YellowToy
2: Diff. R,42,2,1,1,0,0,0.99,RedToy
2: Diff. R,42,2,1,1,1,1,0.99,RedToy
2: Diff. R,42,2,1,0,1,0,0.99,Either
2: Diff. R,42,2,0,1,0,1,0.99,RedToy
3: Diff. C,2,2,0,0,1,1,0.99,YellowToy
3: Diff. C,2,2,1,1,0,0,0.99,RedToy
3: Diff. C,2,2,1,1,1,1,0.99,YellowToy
3: Diff. C,2,2,1,0,1,0,0.99,YellowToy
3: Diff. C,2,2,0,1,0,1,0.99,Either
4: RvC,42,2,0,0,1,1,0.99,YellowToy
4: RvC,42,2,1,1,0,0,0.99,RedToy
4: RvC,42,2,1,1,1,1,0.99,YellowToy
4: RvC,42,2,1,0,1,0,0.99,YellowToy
4: RvC,42,2,0,1,0,1,0.99,RedToy
1: R&C,3,42,0,0,1,1,0.25,RedToy
1: R&C,3,42,1,1,0,0,0.25,YellowToy
1: R&C,3,42,1,1,1,1,0.25,YellowToy
1: R&C,3,42,1,0,1,0,0.25,YellowToy
1: R&C,3,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,3,0,0,1,1,0.25,YellowToy
2: Diff. R,42,3,1,1,0,0,0.25,RedToy
2: Diff. R,42,3,1,1,1,1,0.25,RedToy
2: Diff. R,42,3,1,0,1,0,0.25,Either
2: Diff. R,42,3,0,1,0,1,0.25,RedToy
3: Diff. C,3,3,0,0,1,1,0.25,YellowToy
3: Diff. C,3,3,1,1,0,0,0.25,RedToy
3: Diff. C,3,3,1,1,1,1,0.25,YellowToy
3: Diff. C,3,3,1,0,1,0,0.25,YellowToy
3: Diff. C,3,3,0,1,0,1,0.25,Either
4: RvC,42,3,0,0,1,1,0.25,YellowToy
4: RvC,42,3,1,1,0,0,0.25,RedToy
4: RvC,42,3,1,1,1,1,0.25,RedToy
4: RvC,42,3,1,0,1,0,0.25,YellowToy
4: RvC,42,3,0,1,0,1,0.25,RedToy
1: R&C,3,42,0,0,1,1,0.5,RedToy
1: R&C,3,42,1,1,0,0,0.5,YellowToy
1: R&C,3,42,1,1,1,1,0.5,YellowToy
1: R&C,3,42,1,0,1,0,0.5,YellowToy
1: R&C,3,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,3,0,0,1,1,0.5,YellowToy
2: Diff. R,42,3,1,1,0,0,0.5,RedToy
2: Diff. R,42,3,1,1,1,1,0.5,RedToy
2: Diff. R,42,3,1,0,1,0,0.5,Either
2: Diff. R,42,3,0,1,0,1,0.5,RedToy
3: Diff. C,3,3,0,0,1,1,0.5,YellowToy
3: Diff. C,3,3,1,1,0,0,0.5,RedToy
3: Diff. C,3,3,1,1,1,1,0.5,YellowToy
3: Diff. C,3,3,1,0,1,0,0.5,YellowToy
3: Diff. C,3,3,0,1,0,1,0.5,Either
4: RvC,42,3,0,0,1,1,0.5,YellowToy
4: RvC,42,3,1,1,0,0,0.5,RedToy
4: RvC,42,3,1,1,1,1,0.5,RedToy
4: RvC,42,3,1,0,1,0,0.5,YellowToy
4: RvC,42,3,0,1,0,1,0.5,RedToy
1: R&C,3,42,0,0,1,1,0.75,RedToy
1: R&C,3,42,1,1,0,0,0.75,YellowToy
1: R&C,3,42,1,1,1,1,0.75,YellowToy
1: R&C,3,42,1,0,1,0,0.75,YellowToy
1: R&C,3,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,3,0,0,1,1,0.75,YellowToy
2: Diff. R,42,3,1,1,0,0,0.75,RedToy
2: Diff. R,42,3,1,1,1,1,0.75,RedToy
2: Diff. R,42,3,1,0,1,0,0.75,Either
2: Diff. R,42,3,0,1,0,1,0.75,RedToy
3: Diff. C,3,3,0,0,1,1,0.75,YellowToy
3: Diff. C,3,3,1,1,0,0,0.75,RedToy
3: Diff. C,3,3,1,1,1,1,0.75,YellowToy
3: Diff. C,3,3,1,0,1,0,0.75,YellowToy
3: Diff. C,3,3,0,1,0,1,0.75,Either
4: RvC,42,3,0,0,1,1,0.75,YellowToy
4: RvC,42,3,1,1,0,0,0.75,RedToy
4: RvC,42,3,1,1,1,1,0.75,YellowToy
4: RvC,42,3,1,0,1,0,0.75,YellowToy
4: RvC,42,3,0,1,0,1,0.75,RedToy
1: R&C,3,42,0,0,1,1,0.99,RedToy
1: R&C,3,42,1,1,0,0,0.99,YellowToy
1: R&C,3,42,1,1,1,1,0.99,YellowToy
1: R&C,3,42,1,0,1,0,0.99,YellowToy
1: R&C,3,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,3,0,0,1,1,0.99,YellowToy
2: Diff. R,42,3,1,1,0,0,0.99,RedToy
2: Diff. R,42,3,1,1,1,1,0.99,RedToy
2: Diff. R,42,3,1,0,1,0,0.99,Either
2: Diff. R,42,3,0,1,0,1,0.99,RedToy
3: Diff. C,3,3,0,0,1,1,0.99,YellowToy
3: Diff. C,3,3,1,1,0,0,0.99,RedToy
3: Diff. C,3,3,1,1,1,1,0.99,YellowToy
3: Diff. C,3,3,1,0,1,0,0.99,YellowToy
3: Diff. C,3,3,0,1,0,1,0.99,Either
4: RvC,42,3,0,0,1,1,0.99,YellowToy
4: RvC,42,3,1,1,0,0,0.99,RedToy
4: RvC,42,3,1,1,1,1,0.99,YellowToy
4: RvC,42,3,1,0,1,0,0.99,YellowToy
4: RvC,42,3,0,1,0,1,0.99,RedToy
1: R&C,4,42,0,0,1,1,0.25,RedToy
1: R&C,4,42,1,1,0,0,0.25,YellowToy
1: R&C,4,42,1,1,1,1,0.25,YellowToy
1: R&C,4,42,1,0,1,0,0.25,YellowToy
1: R&C,4,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,4,0,0,1,1,0.25,YellowToy
2: Diff. R,42,4,1,1,0,0,0.25,RedToy
2: Diff. R,42,4,1,1,1,1,0.25,RedToy
2: Diff. R,42,4,1,0,1,0,0.25,Either
2: Diff. R,42,4,0,1,0,1,0.25,RedToy
3: Diff. C,4,4,0,0,1,1,0.25,YellowToy
3: Diff. C,4,4,1,1,0,0,0.25,RedToy
3: Diff. C,4,4,1,1,1,1,0.25,YellowToy
3: Diff. C,4,4,1,0,1,0,0.25,YellowToy
3: Diff. C,4,4,0,1,0,1,0.25,Either
4: RvC,42,4,0,0,1,1,0.25,YellowToy
4: RvC,42,4,1,1,0,0,0.25,RedToy
4: RvC,42,4,1,1,1,1,0.25,RedToy
4: RvC,42,4,1,0,1,0,0.25,YellowToy
4: RvC,42,4,0,1,0,1,0.25,RedToy
1: R&C,4,42,0,0,1,1,0.5,RedToy
1: R&C,4,42,1,1,0,0,0.5,YellowToy
1: R&C,4,42,1,1,1,1,0.5,YellowToy
1: R&C,4,42,1,0,1,0,0.5,YellowToy
1: R&C,4,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,4,0,0,1,1,0.5,YellowToy
2: Diff. R,42,4,1,1,0,0,0.5,RedToy
2: Diff. R,42,4,1,1,1,1,0.5,RedToy
2: Diff. R,42,4,1,0,1,0,0.5,Either
2: Diff. R,42,4,0,1,0,1,0.5,RedToy
3: Diff. C,4,4,0,0,1,1,0.5,YellowToy
3: Diff. C,4,4,1,1,0,0,0.5,RedToy
3: Diff. C,4,4,1,1,1,1,0.5,YellowToy
3: Diff. C,4,4,1,0,1,0,0.5,YellowToy
3: Diff. C,4,4,0,1,0,1,0.5,Either
4: RvC,42,4,0,0,1,1,0.5,YellowToy
4: RvC,42,4,1,1,0,0,0.5,RedToy
4: RvC,42,4,1,1,1,1,0.5,RedToy
4: RvC,42,4,1,0,1,0,0.5,YellowToy
4: RvC,42,4,0,1,0,1,0.5,RedToy
1: R&C,4,42,0,0,1,1,0.75,RedToy
1: R&C,4,42,1,1,0,0,0.75,YellowToy
1: R&C,4,42,1,1,1,1,0.75,YellowToy
1: R&C,4,42,1,0,1,0,0.75,YellowToy
1: R&C,4,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,4,0,0,1,1,0.75,YellowToy
2: Diff. R,42,4,1,1,0,0,0.75,RedToy
2: Diff. R,42,4,1,1,1,1,0.75,RedToy
2: Diff. R,42,4,1,0,1,0,0.75,Either
2: Diff. R,42,4,0,1,0,1,0.75,RedToy
3: Diff. C,4,4,0,0,1,1,0.75,YellowToy
3: Diff. C,4,4,1,1,0,0,0.75,RedToy
3: Diff. C,4,4,1,1,1,1,0.75,YellowToy
3: Diff. C,4,4,1,0,1,0,0.75,YellowToy
3: Diff. C,4,4,0,1,0,1,0.75,Either
4: RvC,42,4,0,0,1,1,0.75,YellowToy
4: RvC,42,4,1,1,0,0,0.75,RedToy
4: RvC,42,4,1,1,1,1,0.75,YellowToy
4: RvC,42,4,1,0,1,0,0.75,YellowToy
4: RvC,42,4,0,1,0,1,0.75,RedToy
1: R&C,4,42,0,0,1,1,0.99,RedToy
1: R&C,4,42,1,1,0,0,0.99,YellowToy
1: R&C,4,42,1,1,1,1,0.99,YellowToy
1: R&C,4,42,1,0,1,0,0.99,YellowToy
1: R&C,4,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,4,0,0,1,1,0.99,YellowToy
2: Diff. R,42,4,1,1,0,0,0.99,RedToy
2: Diff. R,42,4,1,1,1,1,0.99,RedToy
2: Diff. R,42,4,1,0,1,0,0.99,Either
2: Diff. R,42,4,0,1,0,1,0.99,RedToy
3: Diff. C,4,4,0,0,1,1,0.99,YellowToy
3: Diff. C,4,4,1,1,0,0,0.99,RedToy
3: Diff. C,4,4,1,1,1,1,0.99,YellowToy
3: Diff. C,4,4,1,0,1,0,0.99,YellowToy
3: Diff. C,4,4,0,1,0,1,0.99,Either
4: RvC,42,4,0,0,1,1,0.99,YellowToy
4: RvC,42,4,1,1,0,0,0.99,RedToy
4: RvC,42,4,1,1,1,1,0.99,YellowToy
4: RvC,42,4,1,0,1,0,0.99,YellowToy
4: RvC,42,4,0,1,0,1,0.99,RedToy
1: R&C,5,42,0,0,1,1,0.25,RedToy
1: R&C,5,42,1,1,0,0,0.25,YellowToy
1: R&C,5,42,1,1,1,1,0.25,YellowToy
1: R&C,5,42,1,0,1,0,0.25,YellowToy
1: R&C,5,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,5,0,0,1,1,0.25,YellowToy
2: Diff. R,42,5,1,1,0,0,0.25,RedToy
2: Diff. R,42,5,1,1,1,1,0.25,RedToy
2: Diff. R,42,5,1,0,1,0,0.25,Either
2: Diff. R,42,5,0,1,0,1,0.25,RedToy
3: Diff. C,5,5,0,0,1,1,0.25,YellowToy
3: Diff. C,5,5,1,1,0,0,0.25,RedToy
3: Diff. C,5,5,1,1,1,1,0.25,YellowToy
3: Diff. C,5,5,1,0,1,0,0.25,YellowToy
3: Diff. C,5,5,0,1,0,1,0.25,Either
4: RvC,42,5,0,0,1,1,0.25,YellowToy
4: RvC,42,5,1,1,0,0,0.25,RedToy
4: RvC,42,5,1,1,1,1,0.25,RedToy
4: RvC,42,5,1,0,1,0,0.25,YellowToy
4: RvC,42,5,0,1,0,1,0.25,RedToy
1: R&C,5,42,0,0,1,1,0.5,RedToy
1: R&C,5,42,1,1,0,0,0.5,YellowToy
1: R&C,5,42,1,1,1,1,0.5,YellowToy
1: R&C,5,42,1,0,1,0,0.5,YellowToy
1: R&C,5,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,5,0,0,1,1,0.5,YellowToy
2: Diff. R,42,5,1,1,0,0,0.5,RedToy
2: Diff. R,42,5,1,1,1,1,0.5,RedToy
2: Diff. R,42,5,1,0,1,0,0.5,Either
2: Diff. R,42,5,0,1,0,1,0.5,RedToy
3: Diff. C,5,5,0,0,1,1,0.5,YellowToy
3: Diff. C,5,5,1,1,0,0,0.5,RedToy
3: Diff. C,5,5,1,1,1,1,0.5,YellowToy
3: Diff. C,5,5,1,0,1,0,0.5,YellowToy
3: Diff. C,5,5,0,1,0,1,0.5,Either
4: RvC,42,5,0,0,1,1,0.5,YellowToy
4: RvC,42,5,1,1,0,0,0.5,RedToy
4: RvC,42,5,1,1,1,1,0.5,RedToy
4: RvC,42,5,1,0,1,0,0.5,YellowToy
4: RvC,42,5,0,1,0,1,0.5,RedToy
1: R&C,5,42,0,0,1,1,0.75,RedToy
1: R&C,5,42,1,1,0,0,0.75,YellowToy
1: R&C,5,42,1,1,1,1,0.75,YellowToy
1: R&C,5,42,1,0,1,0,0.75,YellowToy
1: R&C,5,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,5,0,0,1,1,0.75,YellowToy
2: Diff. R,42,5,1,1,0,0,0.75,RedToy
2: Diff. R,42,5,1,1,1,1,0.75,RedToy
2: Diff. R,42,5,1,0,1,0,0.75,Either
2: Diff. R,42,5,0,1,0,1,0.75,RedToy
3: Diff. C,5,5,0,0,1,1,0.75,YellowToy
3: Diff. C,5,5,1,1,0,0,0.75,RedToy
3: Diff. C,5,5,1,1,1,1,0.75,YellowToy
3: Diff. C,5,5,1,0,1,0,0.75,YellowToy
3: Diff. C,5,5,0,1,0,1,0.75,Either
4: RvC,42,5,0,0,1,1,0.75,YellowToy
4: RvC,42,5,1,1,0,0,0.75,RedToy
4: RvC,42,5,1,1,1,1,0.75,YellowToy
4: RvC,42,5,1,0,1,0,0.75,YellowToy
4: RvC,42,5,0,1,0,1,0.75,RedToy
1: R&C,5,42,0,0,1,1,0.99,RedToy
1: R&C,5,42,1,1,0,0,0.99,YellowToy
1: R&C,5,42,1,1,1,1,0.99,YellowToy
1: R&C,5,42,1,0,1,0,0.99,YellowToy
1: R&C,5,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,5,0,0,1,1,0.99,YellowToy
2: Diff. R,42,5,1,1,0,0,0.99,RedToy
2: Diff. R,42,5,1,1,1,1,0.99,RedToy
2: Diff. R,42,5,1,0,1,0,0.99,Either
2: Diff. R,42,5,0,1,0,1,0.99,RedToy
3: Diff. C,5,5,0,0,1,1,0.99,YellowToy
3: Diff. C,5,5,1,1,0,0,0.99,RedToy
3: Diff. C,5,5,1,1,1,1,0.99,YellowToy
3: Diff. C,5,5,1,0,1,0,0.99,YellowToy
3: Diff. C,5,5,0,1,0,1,0.99,Either
4: RvC,42,5,0,0,1,1,0.99,YellowToy
4: RvC,42,5,1,1,0,0,0.99,RedToy
4: RvC,42,5,1,1,1,1,0.99,YellowToy
4: RvC,42,5,1,0,1,0,0.99,YellowToy
4: RvC,42,5,0,1,0,1,0.99,RedToy
1: R&C,6,42,0,0,1,1,0.25,RedToy
1: R&C,6,42,1,1,0,0,0.25,YellowToy
1: R&C,6,42,1,1,1,1,0.25,YellowToy
1: R&C,6,42,1,0,1,0,0.25,YellowToy
1: R&C,6,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,6,0,0,1,1,0.25,YellowToy
2: Diff. R,42,6,1,1,0,0,0.25,RedToy
2: Diff. R,42,6,1,1,1,1,0.25,RedToy
2: Diff. R,42,6,1,0,1,0,0.25,Either
2: Diff. R,42,6,0,1,0,1,0.25,RedToy
3: Diff. C,6,6,0,0,1,1,0.25,YellowToy
3: Diff. C,6,6,1,1,0,0,0.25,RedToy
3: Diff. C,6,6,1,1,1,1,0.25,YellowToy
3: Diff. C,6,6,1,0,1,0,0.25,YellowToy
3: Diff. C,6,6,0,1,0,1,0.25,Either
4: RvC,42,6,0,0,1,1,0.25,YellowToy
4: RvC,42,6,1,1,0,0,0.25,RedToy
4: RvC,42,6,1,1,1,1,0.25,RedToy
4: RvC,42,6,1,0,1,0,0.25,YellowToy
4: RvC,42,6,0,1,0,1,0.25,RedToy
1: R&C,6,42,0,0,1,1,0.5,RedToy
1: R&C,6,42,1,1,0,0,0.5,YellowToy
1: R&C,6,42,1,1,1,1,0.5,YellowToy
1: R&C,6,42,1,0,1,0,0.5,YellowToy
1: R&C,6,42,0,1,0,1,0.5,YellowToy
2: Diff. R,42,6,0,0,1,1,0.5,YellowToy
2: Diff. R,42,6,1,1,0,0,0.5,RedToy
2: Diff. R,42,6,1,1,1,1,0.5,RedToy
2: Diff. R,42,6,1,0,1,0,0.5,Either
2: Diff. R,42,6,0,1,0,1,0.5,RedToy
3: Diff. C,6,6,0,0,1,1,0.5,YellowToy
3: Diff. C,6,6,1,1,0,0,0.5,RedToy
3: Diff. C,6,6,1,1,1,1,0.5,YellowToy
3: Diff. C,6,6,1,0,1,0,0.5,YellowToy
3: Diff. C,6,6,0,1,0,1,0.5,Either
4: RvC,42,6,0,0,1,1,0.5,YellowToy
4: RvC,42,6,1,1,0,0,0.5,RedToy
4: RvC,42,6,1,1,1,1,0.5,RedToy
4: RvC,42,6,1,0,1,0,0.5,YellowToy
4: RvC,42,6,0,1,0,1,0.5,RedToy
1: R&C,6,42,0,0,1,1,0.75,RedToy
1: R&C,6,42,1,1,0,0,0.75,YellowToy
1: R&C,6,42,1,1,1,1,0.75,YellowToy
1: R&C,6,42,1,0,1,0,0.75,YellowToy
1: R&C,6,42,0,1,0,1,0.75,YellowToy
2: Diff. R,42,6,0,0,1,1,0.75,YellowToy
2: Diff. R,42,6,1,1,0,0,0.75,RedToy
2: Diff. R,42,6,1,1,1,1,0.75,RedToy
2: Diff. R,42,6,1,0,1,0,0.75,Either
2: Diff. R,42,6,0,1,0,1,0.75,RedToy
3: Diff. C,6,6,0,0,1,1,0.75,YellowToy
3: Diff. C,6,6,1,1,0,0,0.75,RedToy
3: Diff. C,6,6,1,1,1,1,0.75,YellowToy
3: Diff. C,6,6,1,0,1,0,0.75,YellowToy
3: Diff. C,6,6,0,1,0,1,0.75,Either
4: RvC,42,6,0,0,1,1,0.75,YellowToy
4: RvC,42,6,1,1,0,0,0.75,RedToy
4: RvC,42,6,1,1,1,1,0.75,YellowToy
4: RvC,42,6,1,0,1,0,0.75,YellowToy
4: RvC,42,6,0,1,0,1,0.75,RedToy
1: R&C,6,42,0,0,1,1,0.99,RedToy
1: R&C,6,42,1,1,0,0,0.99,YellowToy
1: R&C,6,42,1,1,1,1,0.99,YellowToy
1: R&C,6,42,1,0,1,0,0.99,YellowToy
1: R&C,6,42,0,1,0,1,0.99,YellowToy
2: Diff. R,42,6,0,0,1,1,0.99,YellowToy
2: Diff. R,42,6,1,1,0,0,0.99,RedToy
2: Diff. R,42,6,1,1,1,1,0.99,RedToy
2: Diff. R,42,6,1,0,1,0,0.99,Either
2: Diff. R,42,6,0,1,0,1,0.99,RedToy
3: Diff. C,6,6,0,0,1,1,0.99,YellowToy
3: Diff. C,6,6,1,1,0,0,0.99,RedToy
3: Diff. C,6,6,1,1,1,1,0.99,YellowToy
3: Diff. C,6,6,1,0,1,0,0.99,YellowToy
3: Diff. C,6,6,0,1,0,1,0.99,Either
4: RvC,42,6,0,0,1,1,0.99,YellowToy
4: RvC,42,6,1,1,0,0,0.99,RedToy
4: RvC,42,6,1,1,1,1,0.99,YellowToy
4: RvC,42,6,1,0,1,0,0.99,YellowToy
4: RvC,42,6,0,1,0,1,0.99,RedToy
1: R&C,7,42,0,0,1,1,0.25,RedToy
1: R&C,7,42,1,1,0,0,0.25,YellowToy
1: R&C,7,42,1,1,1,1,0.25,YellowToy
1: R&C,7,42,1,0,1,0,0.25,YellowToy
1: R&C,7,42,0,1,0,1,0.25,YellowToy
2: Diff. R,42,7,0,0,1,1,0.25,YellowToy
2: Diff. R,42,7,1,1,0,0,0.25,RedToy
2: Diff. R,42,7,1,1,1,1,0.25,RedToy
2: Diff. R,42,7,1,0,1,0,0.25,Either
2: Diff. R,42,7,0,1,0,1,0.25,RedToy
3: Diff. C,7,7,0,0,1,1,0.25,YellowToy
3: Diff. C,7,7,1,1,0,0,0.25,RedToy
3: Diff. C,7,7,1,1,1,1,0.25,YellowToy
3: Diff. C,7,7,1,0,1,0,0.25,YellowToy
3: Diff. C,7,7,0,1,0,1,0.25,Either
4: RvC,42,7,0,0,1,1,0.25,YellowToy
4: RvC,42,7,1,1,0,0,0.25,RedToy
4: RvC,42,7,1,1,1,1,0.25,RedToy
4: RvC,42,7,1,0,1,0,0.25,YellowToy
4: RvC,42,7,0,1,0,1,0.25,RedToy
1: R&C,7,42,0,0,1,1,0.5,RedToy
1: R&C,7,42,1,1,0,0,0.5,YellowToy
